CASEID,v728,v729,v730,v731,v732,v733,v734,v735,v736,v737,v738,v739,v740,v872,v873,v874,v875,v876,v877,v878,v879,v880,v881,v882,v883,v884,v885,v886,v887,v888,v889,v890,v891,v892,v893,v894,v895,v896,v897,v898,v899,v900,v901,v902,v903,v904,v905,v906,v907,v908,v909,v910,v911,v912,v913,v914,v915,v916,v917,v918,v919,v920,v921,v922,v922a,v923,v924,v925,v926,v927,v928,v929,v930,v931,v932,v933,v934,v934a,v935,v936,v937,v938,v939,v940,v941,v942,v943,v944,v945,v946,v946a,v947,v948,v949,v950,v951,v952,v953,v954,v955,v956,v957,v958,v959,v959a,v960,v961,v962,v963,v964,v965,v966,v967,v968,v968a,v969,v970,v971,v972,v973,v974,v975,v976,v977,v978,v979,v979a,v980,v981,v982,v983,v984,v985,v986,v987,v988,v989,v990,v991a,v991b,v991c,v992,v993,v994,v995,v996,v997,v998,v999,v1000,v1001,v1002,v1003,v1004,v1005,v1006a,v1006b,v1006c,v1007,v1008,v1009,v1010,v1010a,v1011,v1012,v1013,v1014,v1015,v1016,v1017,v1018,v1019,v1020a,v1020b,v1020c,v1021a,v1021b,v1021c,v1022,v1023,v1024,v1025,v1026a,v1026b,v1026c,v1026d,v1026e,v1026f,v1026g,v1026h,v1027,v1248,v1249,v1250,v1251,v1252a,v1252b,v1252c,v1475,v1476,v1477,v1482,v1482a,v1483,v1484,v1485,v1486,v1486a,v1487,v1488,v1530,v1531,v1532,v1533,v1534,v1535,v1536,v1537
 781,1,1,0,1,3,1,1,1,3,5,0,3,0,1,5,1,1,1,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,400, 8,0,1947,53,1,17,0, 2,7,16,0, 1,6,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 4,1990,36,0, 8,0,641,3,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,36,0, 8,0,641,3,5,996,0,5,5,0,5,0,0,0,5,11,11, 8,96, 8,5,0,1,1,1,0,0,4,50, 0, 0,1,88,29,2, 2,88,1,6,113,4,0,0,0,4, 0,  8, 8, 0,  8, 8,1,3, 0,95,95,95,95,95,95,95,95,95, 60,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
 782,1,1,0,1,3,5,0,3,0,8,0,8,0,1,3,1,3,1,1,0,4,0,1,1,0, 3," ",0,0,8,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,229,12,0,1979,21,5,13,0,96,4,99,0, 0,9,7,81,8,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,13,0, 2,0,601,1,5, 13,5,5,5,5,13,0, 2,0,601,1,5, 13,5,0,0,0,1,1,0,0,5,98,98, 1,96, 1,1,1,0,1,1,0,0,4,50, 0, 0,1,29,48,2, 2,29,5,0,125,3,0,0,0,3,96,995,96, 0,  8, 8,1,5,95,95,95,95,95,95,95,95,95,95,  4,1,1,5, 5, 8,0,0,5,1,5,4,9,0,0,0,9,4,0,3,2,4,2,3,2,3,1,3
 783,5,0,0,3,3,1,5,2,1,5,0,3,0,5,0,4,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0, 3,0,1926,74,1,12,1, 0,3,12,1, 0,3,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 4,1983,35,0, 7,0,910,1,1,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,35,0, 7,0,910,1,1,996,0,5,5,0,5,0,0,0,5, 4, 4, 4,96, 4,1,5,0,0,0,1,8,1,50, 0, 0,5,43, 0,1, 1,43,5,0,125,7,0,0,0,7,96,995,96, 0, 25,25,5,1, 0,95,95,95,95,95,95,95,95,95, 40,1,6,1,11, 8,0,0,5,1,5,0,9,0,0,0,9,0,0,3,3,1,2,1,3,1,1,1
 784,5,0,0,3,3,5,0,3,0,5,0,3,0,1,5,1,1,1,1,0,4,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,5,100, 7,0,1940,60,1,15,0, 7,5,16,0, 1,6,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 1,0, 1,0,700,1,5, 48,5,5,5,5, 1,0, 1,0,700,1,5, 48,5,0,0,0,5,0,0,0,5,12,12, 8,96, 8,5,0,1,5,1,0,0,6,40, 0, 0,5,62, 0,1, 1,62,1,5,229,3,0,0,0,3, 0, 29,29, 0,  6, 6,5,5,95,95,95,95,95,95,95,95,95,95, 20,1,3,1, 4, 8,0,0,1,1,1,0,9,0,0,0,9,0,0,5,3,5,1,2,2,1,5,3
 785,1,5,0,2,4,1,1,1,1,1,1,1,3,1,1,4,5,1,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400,11,0,1960,40,5,12,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,65,0,12,0,521,1,5, 40,5,5,5,5,65,0,12,0,521,1,5, 40,5,0,0,0,1,4,0,0,5,15,15, 4,96, 4,5,0,5,0,0,1,5,1,50, 0, 0,1,33,18,2, 4,28,5,0,113,5,0,0,0,5,96,995,96,96,995,96,1,5,95,95,95,95,95,95,95,95,95,95, 10,1,3,5, 9, 8,0,0,1,5,1,9,3,0,1,0,7,7,3,0,3,1,1,3,3,1,1,1
 786,1,1,0,1,4,1,1,1,3,1,5,2,3,1,3,3,4,1,1,0,3,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,5,199, 3,0,1943,57,1,12,1, 0,3,16,0, 7,5,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,50,0,10,0,281,1,5, 38,5,5,5,5,50,0,10,0,281,1,5, 38,5,0,0,0,5,0,0,0,5, 8, 8, 6,96, 6,1,5,0,0,0,1,1,1,10, 0, 0,1,87, 0,1, 1,87,5,0,148,1,0,0,0,1, 0, 45,45, 0, 15,15,1,1, 1, 0,17,95,95,95,95,95,95,95, 40,1,1,1,11, 8,0,0,5,1,5,9,1,5,0,0,2,2,5,0,2,1,2,2,1,1,5,3
 787,5,0,0,3,5,1,5,2,3,1,1,1,5,1,1,3,4,2,1,0,3,0,1,1,0,16," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,250, 3,0,1969,31,1,16,0, 1,6,14,0, 7,5,6,17,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,32,0, 5,0,162,1,5, 40,5,5,5,5,32,0, 5,0,162,1,5, 40,5,0,0,0,5,0,0,0,5, 6, 6, 5,96, 5,1,5,0,0,0,1,1,1,50, 0, 0,1,37, 0,1, 1,37,5,0,133,2,0,0,0,2, 0, 14,14, 0,  5, 5,1,1, 2, 2, 3, 7,95,95,95,95,95,95, 10,1,3,5, 9, 1,0,0,5,5,5,3,9,0,0,0,9,3,0,3,3,4,2,3,1,3,5,5
 788,5,0,0,3,5,5,0,3,0,5,0,3,0,1,5,3,3,1,1,0,4,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230, 1,0,1925,75,2,10,5, 0,2,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 9,1973,31,0, 5,0,100,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,31,0, 5,0,100,1,5,996,0,5,5,0,5,0,0,0,5, 4, 4, 3,96, 3,1,5,0,0,0,1,5,1,60, 0, 0,1,35, 0,1, 1,35,5,0,133,1,0,0,0,1, 0,  8, 8, 0,  8, 8,7,1, 0,95,95,95,95,95,95,95,95,95, 20,1,1,1, 2, 8,0,0,1,5,1,7,9,0,0,0,9,7,0,5,2,1,2,4,1,1,5,5
 789,1,1,0,1,3,5,0,3,0,1,1,1,1,1,5,1,7,7,1,0,4,0,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,135, 6,0,1936,64,1, 9,5, 0,2, 7,5, 0,1,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 8,1999,40,0, 9,0, 10,5,0,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,40,0, 9,0, 10,5,0,996,0,5,5,0,5,0,0,0,5, 2, 2, 2,96, 2,5,0,5,0,0,1,1,1,10, 0, 0,1,83, 0,1, 1,83,5,0,142,1,0,0,0,1,96,995,96, 0,  2, 2,7,3, 1, 1,15,95,95,95,95,95,95,95,  5,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
 790,3,0,5,4,5,1,1,1,1,5,0,3,0,1,1,2,4,2,1,0,3,0,1,1,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5, 20, 3,0,1953,47,1,17,0, 4,7,13,0, 7,5,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,40,0, 9,0, 10,5,0, 60,1,1,5,5,40,0, 9,0, 10,5,0, 60,1,0,0,0,5,0,0,0,5,99,99,99,96,99,1,1,0,1,1,0,0,4,80, 0, 0,1,96, 0,1, 1,96,5,0,153,6,0,0,0,6, 0, 16,16, 0, 16,16,1,1, 3, 3,11,14,17,95,95,95,95,95, 20,1,3,1,11, 8,0,0,8,8,8,7,9,0,0,0,9,7,0,3,1,5,1,3,3,1,8,8
 791,5,0,0,3,4,1,1,1,1,5,0,3,0,1,5,1,3,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400, 1,0,1945,55,1,13,0,96,4,13,0, 1,6,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,40,0, 9,0, 10,3,5, 50,5,5,5,5,40,0, 9,0, 10,3,5, 50,5,0,0,0,5,0,0,0,5,10,10,10,96,10,1,1,0,5,1,0,0,6,50, 0, 0,1,41,93,2, 3,29,5,0,142,1,0,0,0,1, 0, 55,55, 0, 25,25,1,1, 0,95,95,95,95,95,95,95,95,95,100,1,3,1, 1, 5,0,0,1,5,1,4,9,0,0,0,9,4,0,5,2,5,1,3,2,1,5,3
 792,3,0,5,4,4,1,1,1,1,5,0,3,0,1,3,1,2,1,1,0,1,1,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,220, 3,0,1945,55,1,12,1, 0,3,12,1, 0,3,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 2,1997,66,0,12,0,400,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,66,0,12,0,400,1,5,996,0,5,5,0,1,2,0,0,5, 7, 7, 4,96, 4,1,1,0,1,1,0,0,4,50, 0, 0,1,29, 0,1, 1,29,5,0,113,3,0,0,0,3,96,995,96, 0, 20,20,1,1, 0,95,95,95,95,95,95,95,95,95,  6,1,3,1, 2, 8,0,0,1,5,1,7,9,0,0,0,9,7,0,1,1,5,1,5,3,3,5,1
 793,5,0,0,3,5,1,5,2,5,1,5,2,3,1,5,1,4,1,1,0,3,0,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135,10,0,1980,20,5,12,1, 0,3,99,0, 0,9,7,80,8,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,5, 0,0, 0,0,  0,0,0,996,1,5, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,5, 9, 9, 1,96, 1,5,0,5,0,0,1,1,1,10, 0, 0,1,87, 0,1, 1,87,5,0,145,3,0,0,0,3,96,995,96, 0,  4, 4,1,1, 1, 1, 2,95,95,95,95,95,95,95,100,1,1,1, 6, 8,0,0,5,1,1,7,9,0,0,0,9,7,0,3,2,4,1,1,3,1,5,5
 794,5,0,0,3,3,5,0,3,0,1,5,2,3,1,3,1,3,1,1,0,2,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135, 8,0,1946,54,2,16,0, 7,5,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,14,0, 3,0,832,1,5, 48,5,5,5,5,14,0, 3,0,832,1,5, 48,5,0,0,0,5,0,0,0,1,96, 5,96, 5, 5,1,5,0,0,0,1,1,1,50, 0, 0,1,19, 1,2, 2,19,5,0,145,1,0,0,0,1, 0,  3, 3, 0,  2, 2,5,1, 0,95,95,95,95,95,95,95,95,95, 20,1,1,1, 2, 8,0,0,1,5,1,7,9,0,0,0,9,7,0,3,2,4,2,3,3,3,1,1
 795,1,1,0,1,3,5,0,3,0,5,0,3,0,5,0,4,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400, 7,0,1961,39,5,16,0, 1,6,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,68,0,13,0,750,1,5, 40,5,5,1,5,68,0,13,0,750,1,5, 40,5,0,0,0,5,0,0,0,1,96, 4,96, 4, 4,5,0,1,1,5,0,0,4,50, 0, 0,5,57, 0,1, 1,57,5,0,121,7,0,0,0,7, 6,  3, 3, 0,  1, 1,1,5,95,95,95,95,95,95,95,95,95,95, 60,0,0,0, 0, 0,0,0,5,5,1,7,9,0,0,0,9,7,0,5,5,5,1,4,3,3,1,3
 796,5,0,0,3,5,1,1,1,3,5,0,3,0,1,5,1,3,1,1,0,1,2,1,1,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1, 20, 3,0,1937,63,1,12,1, 0,3,15,0,96,4,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,11,0, 2,0,880,3,5, 40,5,5,5,5,11,0, 2,0,880,3,5, 40,5,0,0,0,5,0,0,0,5, 4, 4, 4,96, 4,5,0,5,0,0,1,1,1,50, 0, 0,1,90, 0,0, 0, 0,5,0,134,1,0,0,0,1, 6,  3, 3, 6,  3, 3,5,1, 0,95,95,95,95,95,95,95,95,95,  8,1,3,1, 2, 8,0,0,1,5,1,3,9,0,0,0,9,3,0,5,1,5,1,5,3,1,1,1
 797,1,1,0,1,5,1,1,1,1,3,1,5,1,1,3,3,5,3,5,1,0,0,5,0,7,26," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,303, 6,0,1946,54,1,17,0, 3,7,13,0,96,4,6,70,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,5, 0,0, 0,0,  0,0,0,996,5,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,5,10,10, 1,96, 1,1,1,0,5,1,0,0,6,50, 0, 0,1,29, 0,1, 1,29,5,0,123,3,0,0,0,3, 0,  3, 3, 0,  3, 3,1,3, 0,95,95,95,95,95,95,95,95,95, 20,1,1,1,11, 6,0,0,5,5,1,2,9,0,0,0,9,2,0,5,4,2,4,1,2,3,1,5
 798,5,0,0,3,2,3,5,4,5,1,5,2,5,1,5,1,3,1,1,0,1,1,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135,10,0,1912,88,2, 0,5, 0,1,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 4,1975,37,0, 8,0,761,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,37,0, 8,0,761,1,5,996,0,5,5,0,5,0,0,0,1,96, 2,96, 2, 2,5,0,7,0,0,0,0,7,50, 0, 0,1,86, 0,1, 1,86,5,0,145,1,0,0,0,1, 6, 30,30, 6, 30,30,1,5,95,95,95,95,95,95,95,95,95,95,  0,1,1,5,11, 8,0,0,5,1,5,7,9,0,0,0,9,7,0,3,1,3,1,3,3,1,1,1
 799,1,1,0,1,2,1,5,2,5,1,5,2,5,1,5,2,3,1,1,0,1,1,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,1,230, 6,0,1907,93,2, 0,5, 0,1,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 1,1980, 1,0, 1,0,641,5,0,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 1,0, 1,0,641,5,0,996,0,5,5,0,5,0,0,0,1,96, 2,96, 2, 2,5,0,5,0,0,1,1,1,50, 0, 0,1,86, 0,1, 1,86,5,0,145,1,0,0,0,1, 6, 30,30, 1, 30,30,1,5,95,95,95,95,95,95,95,95,95,95, 15,1,3,1, 2, 8,0,0,5,1,5,7,9,0,0,0,9,7,0,3,1,4,1,4,3,1,1,1
 800,1,1,0,1,3,1,1,1,3,5,0,3,0,1,5,1,1,1,1,0,1,2,1,7,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,148, 6,0,1962,38,1,12,1, 0,3, 8,5, 0,1,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,20,0, 4,0,652,1,5, 40,5,5,5,5,20,0, 4,0,652,1,5, 40,5,0,0,0,5,0,0,0,5, 6, 6, 4,96, 4,5,0,5,0,0,1,1,1,10, 0, 0,1,87, 0,1, 1,87,5,0,155,5,0,0,0,5, 0,  3, 3, 0,  3, 3,5,1, 2, 2,14, 9,95,95,95,95,95,95,  8,1,1,1, 2, 8,0,0,5,1,1,9,5,0,0,1,3,3,5,0,4,2,2,2,3,3,5,3
 801,1,1,0,1,5,1,1,1,5,1,1,1,1,1,5,1,3,1,1,0,1,2,1,1,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,269,11,0,1944,56,5,12,1, 0,3,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 2,1996,33,0, 5,0,921,1,1,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,33,0, 5,0,921,1,1,996,0,5,5,0,5,0,0,0,1,96, 3,96, 3, 3,1,1,0,5,1,0,0,6,10, 0, 0,1,87, 0,1, 1,87,5,0,152,2,0,0,0,2, 0,  3, 3, 0,  3, 3,5,1, 0,95,95,95,95,95,95,95,95,95,  0,0,0,0, 0, 0,0,0,5,1,5,9,1,5,0,0,2,2,1,0,2,2,2,4,3,1,1,1
 802,1,5,0,2,3,1,5,2,1,3,1,5,1,1,3,3,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 7,0,1951,49,2,17,0, 1,6,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 4,0, 2,0,922,1,1, 50,5,5,5,5, 4,0, 2,0,922,1,1, 50,5,0,0,0,1,1,0,0,1,96,10,96,10,10,5,0,1,5,1,0,0,6,50, 0, 0,1,60, 0,1, 1,60,5,0,112,5,0,0,0,5, 0, 25,25, 0, 19,19,1,1, 2, 2,10,12,95,95,95,95,95,95, 22,1,1,1, 1, 8,0,0,1,5,1,3,9,0,0,0,9,3,0,3,4,2,2,1,2,3,5,3
 803,5,0,0,3,3,1,5,2,3,3,1,5,3,5,0,4,4,2,1,0,3,0,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,5,231,10,0,1977,23,5,16,0, 1,6,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,23,0, 5,0,172,1,5, 30,5,3,1,1,23,0, 5,0,172,1,5, 30,3,0,0,0,1,4,0,0,5,11,11, 2,96, 2,1,5,0,0,0,5,1,3,10, 0, 0,1,87, 0,1, 1,87,5,0,152,6,0,0,0,6,96,995,96, 0, 21,21,1,5,95,95,95,95,95,95,95,95,95,95, 10,1,1,1,11, 7,0,0,5,1,5,1,9,0,0,0,9,1,0,3,2,2,2,2,3,3,1,1
 804,1,1,0,1,3,3,5,4,3,1,1,1,3,1,5,2,5,1,5,1,0,0,5,0,7,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,5, 30,11,0,1981,19,1,12,1, 0,3,10,5, 0,2,6,70,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,5, 0,0, 0,0,  0,0,0,996,1,3, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,5, 4, 4, 1,96, 1,5,0,1,1,5,0,0,4,40, 0, 0,5,88, 0,1, 1,88,1,1,171,3,0,0,0,3, 0, 18,18, 1,  1, 1,5,1, 2, 2, 1, 3,95,95,95,95,95,95,  0,0,0,0, 0, 0,0,0,5,1,5,0,9,0,0,0,9,0,0,5,5,4,2,4,3,3,1,3
 805,5,0,0,3,3,5,0,3,0,5,0,3,0,1,3,3,4,2,5,1,0,0,5,0,7,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,269, 1,0,1967,33,3,12,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,32,0, 5,0,831,1,1, 40,5,1,1,1,32,0, 5,0,831,1,1, 40,1,0,0,0,5,0,0,0,5, 4, 4, 4,96, 4,5,0,5,0,0,8,1,2,40, 0, 0,1,88, 0,1, 1,88,1,1,171,3,0,0,0,3, 0,  6, 6, 0,  1, 1,5,1, 5, 1,13,17,10, 7,13,95,95,95, 25,0,0,0, 0, 0,0,0,5,1,5,7,9,0,0,0,9,7,0,1,2,4,1,2,3,3,1,1
 806,1,1,0,1,5,1,1,1,5,5,0,3,0,1,3,2,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400, 8,0,1982,18,5,13,0,96,4,99,0, 0,9,7,18,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,32,0, 5,0,751,1,5, 20,5,5,5,5,32,0, 5,0,751,1,5, 20,5,0,0,0,5,0,0,0,1,96, 1,96, 1, 1,5,0,1,1,5,0,0,4,40, 0, 0,1,88, 0,1, 1,88,1,1,171,3,0,0,0,3, 0, 18,18, 1,  0, 0,5,5,95,95,95,95,95,95,95,95,95,95,  0,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
 807,5,0,0,3,2,5,0,3,0,5,0,3,0,1,5,3,3,1,1,0,1,1,1,7,0, 5," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1, 20,12,0,1936,64,2,12,1, 0,3,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 4,1995,58,0,11,0,102,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,58,0,11,0,102,1,5,996,0,5,5,0,5,0,0,0,1,96, 2,96, 2, 2,5,0,8,0,0,0,0,8,50, 0, 0,1,86, 0,1, 1,86,5,0,171,3,0,0,0,3, 0, 52,52, 0,  2, 2,5,1, 0,95,95,95,95,95,95,95,95,95,  0,0,0,0, 0, 0,0,0,1,5,5,1,9,0,0,0,9,1,0,3,1,5,1,2,3,1,1,1
