CASEID,v728,v729,v730,v731,v732,v733,v734,v735,v736,v737,v738,v739,v740,v872,v873,v874,v875,v876,v877,v878,v879,v880,v881,v882,v883,v884,v885,v886,v887,v888,v889,v890,v891,v892,v893,v894,v895,v896,v897,v898,v899,v900,v901,v902,v903,v904,v905,v906,v907,v908,v909,v910,v911,v912,v913,v914,v915,v916,v917,v918,v919,v920,v921,v922,v922a,v923,v924,v925,v926,v927,v928,v929,v930,v931,v932,v933,v934,v934a,v935,v936,v937,v938,v939,v940,v941,v942,v943,v944,v945,v946,v946a,v947,v948,v949,v950,v951,v952,v953,v954,v955,v956,v957,v958,v959,v959a,v960,v961,v962,v963,v964,v965,v966,v967,v968,v968a,v969,v970,v971,v972,v973,v974,v975,v976,v977,v978,v979,v979a,v980,v981,v982,v983,v984,v985,v986,v987,v988,v989,v990,v991a,v991b,v991c,v992,v993,v994,v995,v996,v997,v998,v999,v1000,v1001,v1002,v1003,v1004,v1005,v1006a,v1006b,v1006c,v1007,v1008,v1009,v1010,v1010a,v1011,v1012,v1013,v1014,v1015,v1016,v1017,v1018,v1019,v1020a,v1020b,v1020c,v1021a,v1021b,v1021c,v1022,v1023,v1024,v1025,v1026a,v1026b,v1026c,v1026d,v1026e,v1026f,v1026g,v1026h,v1027,v1248,v1249,v1250,v1251,v1252a,v1252b,v1252c,v1475,v1476,v1477,v1482,v1482a,v1483,v1484,v1485,v1486,v1486a,v1487,v1488,v1530,v1531,v1532,v1533,v1534,v1535,v1536,v1537
1506,5,0,0,3,3,1,1,1,1,5,0,3,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0,11,0,1950,50,1,17,0, 3,7,17,0, 2,7,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 8,0, 2,0,850,1,1, 60,5,5,5,5, 8,0, 2,0,850,1,1, 60,5,0,0,0,5,0,0,0,5,14,14, 9,96, 9,1,1,0,1,1,0,0,4,20, 0, 0,5,69, 0,1, 1,69,5,0,432,5,0,0,0,5, 0, 16,16, 0,  5, 5,1,1, 0,95,95,95,95,95,95,95,95,95, 50,1,3,1, 1, 6,0,0,1,5,1,5,9,0,0,0,9,5,0,5,2,2,1,1,2,3,1,3
1507,1,1,0,1,3,1,1,1,1,3,1,5,1,5,0,5,5,3,1,0,4,0,1,1,0,17," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,150, 3,0,1963,37,5,17,0, 2,7,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 1,0, 1,0,421,1,5, 50,1,3,5,5, 1,0, 1,0,421,1,5, 50,3,0,0,0,5,0,0,0,1,96,99,96,99,99,5,0,1,5,5,0,0,6,50, 0, 0,5,29, 0,1, 1,29,5,0,172,0,5,3,0,4, 0,  6, 6, 0,  6, 6,5,5,95,95,95,95,95,95,95,95,95,95,  0,1,1,1, 5, 8,0,0,1,5,1,9,1,5,0,0,2,2,5,0,4,2,2,1,2,1,5,5
1508,1,1,0,1,3,1,1,1,1,5,0,3,0,1,5,1,3,1,1,0,3,0,1,7,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,255, 3,0,1950,50,2,12,1, 0,3,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 2,1962,27,0, 5,0,600,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,27,0, 5,0,600,1,5,996,0,5,5,0,5,0,0,0,5, 0, 0, 4,96, 4,1,5,0,0,0,1,1,1,50, 0, 0,1,18, 0,1, 1,18,5,0,140,0,5,1,0,3, 0, 30,30, 0, 30,30,1,1, 0,95,95,95,95,95,95,95,95,95,  0,1,1,1, 2, 8,0,0,5,5,1,9,0,0,0,7,0,0,5,0,1,3,1,3,3,1,1,3
1509,1,1,0,1,3,8,0,8,0,8,0,8,0,1,1,4,7,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400, 4,0,1943,57,4,10,1, 0,3,99,0, 0,9,5,60,6,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,26,0, 5,0,322,1,5,5,996,0,5,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,26,0, 5,0,322,1,5,996,0,5,5,1,5,0,0,0,5, 5, 5, 4,96, 4,1,5,0,0,0,1,1,1,50, 0, 0,1,60, 0,1, 1,60,5,0,103,6,0,0,0,6, 0,  9, 9, 0,  9, 9,1,1, 0,95,95,95,95,95,95,95,95,95,  0,1,1,8, 9, 8,0,0,5,5,1,6,9,0,0,0,9,6,0,5,8,2,1,2,3,1,1,1
1510,5,0,0,3,2,1,1,1,1,5,0,3,0,1,1,1,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 3,0,1951,49,3,12,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 1,0, 1,0, 60,1,5, 55,5,5,5,5, 1,0, 1,0, 60,1,5, 55,5,0,0,0,5,0,0,0,1,96,98,96,98,98,1,1,0,1,1,0,0,4,50, 0, 0,5,28, 0,1, 1,28,5,0,114,0,1,0,0,1, 0, 15,15, 0, 15,15,1,1, 2, 2,11,12,95,95,95,95,95,95,100,1,3,1, 7, 8,0,0,1,5,1,9,1,5,0,0,2,2,3,0,1,4,1,2,2,1,5,3
1511,1,1,0,1,5,1,1,1,1,3,5,4,3,1,5,1,5,3,1,0,4,0,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,3,0,1,0,503, 5,0,1959,41,3,16,0, 1,6,99,0, 0,9,6,70,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,5, 0,0, 0,0,  0,0,0,996,5,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,1,96,99,96,99,99,5,0,1,5,1,0,0,6,50, 0, 0,1,90, 0,0, 0, 0,5,0,114,8,0,0,0,8,11,  0, 0,11,  0, 0,1,1, 2, 2,10,11,95,95,95,95,95,95,  5,1,1,1, 2, 6,0,0,1,5,1,2,9,0,0,0,9,2,0,3,5,1,5,1,2,3,1,1
1512,1,1,0,1,5,1,5,2,5,5,0,3,0,1,1,5,5,1,1,0,4,0,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,2,0,1,0,502, 9,0,1956,44,1,15,0, 7,5,17,0, 1,6,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 2,0, 1,0,542,1,5, 40,1,5,5,5, 2,0, 1,0,542,1,5, 40,5,0,0,0,5,0,0,0,5,99,99,99,96,99,1,5,0,0,0,1,1,1,50, 0, 0,1,90, 0,0, 0, 0,5,0,114,8,0,0,0,8, 2,  9, 9, 2,  9, 9,1,1, 3, 3, 9, 9,13,95,95,95,95,95, 20,1,1,1, 1, 8,0,0,5,5,5,6,9,0,0,0,9,6,0,5,2,3,2,2,2,3,5,3
1513,1,1,0,1,5,1,1,1,1,1,5,2,5,5,0,1,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0,12,0,1958,42,5,14,0, 7,5,99,0, 0,9,6,17,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,39,0, 8,0,862,5,0, 40,5,1,5,5,39,0, 8,0,862,5,0, 40,1,0,0,0,5,0,0,0,5, 4, 4, 3,96, 3,1,5,0,0,0,1,1,1,10, 0, 0,1,87, 0,1, 1,87,5,0,114,7,0,0,0,7, 0, 41,41, 4,  9, 9,1,1, 2, 2, 4,15,95,95,95,95,95,95,  3,1,1,1, 2, 6,0,0,1,5,1,9,3,0,5,0,6,6,3,0,5,5,2,2,3,1,1,3
1514,1,1,0,1,2,1,5,2,3,3,1,5,5,1,1,4,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 4,0,1968,32,1,17,0, 2,7,16,0, 1,6,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 1,0, 1,0,702,1,5, 50,1,5,5,5, 1,0, 1,0,702,1,5, 50,5,0,0,0,5,0,0,0,5,21,21,17,96,17,5,0,1,5,5,0,0,6,50, 0, 0,1,60, 0,1, 1,60,5,0,114,3,0,0,0,3, 0,  3, 3, 0,  3, 3,1,1, 1, 1, 1,95,95,95,95,95,95,95, 30,1,3,5,10, 7,0,0,1,5,1,2,9,0,0,0,9,2,0,3,3,4,2,2,4,1,1,1
1515,1,1,0,1,4,1,1,1,1,5,0,3,0,5,0,4,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0, 1,0,1969,31,1,17,0, 2,7,17,0, 2,7,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 9,0, 2,0,850,1,1, 45,1,5,5,5, 9,0, 2,0,850,1,1, 45,5,0,0,0,1,1,3,0,5,12,12, 6,96, 6,1,5,0,0,0,5,1,3,50, 0, 0,1,48, 0,1, 1,48,5,0,103,3,0,0,0,3, 3,  6, 6,15,  0, 1,1,5,95,95,95,95,95,95,95,95,95,95, 30,1,1,1, 2, 8,0,0,1,5,1,1,9,0,0,0,9,1,0,5,3,3,3,2,2,3,1,1
1516,5,0,0,3,4,1,1,1,1,5,0,3,0,1,3,1,1,1,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 5,0,1927,73,1,12,1, 0,3,13,0, 1,6,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 1,1991,27,0, 5,0,700,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,27,0, 5,0,700,1,5,996,0,5,5,0,5,0,0,0,5, 4, 4, 3,96, 3,1,1,0,1,1,0,0,4,50, 0, 0,1,60, 0,1, 1,60,5,0,113,0,7,0,1,6, 1, 41,41, 1, 41,41,1,1, 0,95,95,95,95,95,95,95,95,95,  8,1,3,1, 6, 6,0,0,5,5,1,9,5,0,0,5,5,5,3,0,2,4,2,2,3,1,1,3
1517,5,0,0,3,4,1,1,1,1,8,0,8,0,1,5,1,1,1,1,0,1,2,1,7,0,23," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,301, 6,0,1956,44,3,12,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,36,0, 8,0,601,1,5, 24,5,5,5,5,36,0, 8,0,601,1,5, 24,5,0,0,0,5,0,0,0,1,96, 4,96, 4, 4,1,5,0,0,0,1,5,1,50, 0, 0,1,18, 0,1, 1,18,5,0,161,0,1,0,0,1, 0,  2, 2, 6,  0, 0,5,1, 7, 7,17,15,13,11, 8, 6, 5,95,  5,1,3,1, 3, 8,0,0,5,5,1,9,1,1,0,0,1,1,3,0,1,5,1,5,2,1,1,1
1518,1,1,0,1,5,5,0,3,0,5,0,3,0,1,5,1,4,2,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 2,0,1963,37,1,16,0, 7,5,15,0,96,4,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,33,0, 5,0,351,1,5, 40,1,5,5,5,33,0, 5,0,351,1,5, 40,5,0,0,0,5,0,0,0,5,11,11, 7,96, 7,1,1,0,5,5,0,0,6,50, 0, 0,1,60, 0,1, 1,60,5,0,112,0,7,0,1,6, 0, 14,14, 0, 14,14,1,1, 2, 2,12,10,95,95,95,95,95,95,  5,1,3,5, 7, 8,0,0,1,5,1,9,5,0,0,1,3,3,3,0,3,5,1,1,3,1,1,3
1519,1,1,0,1,5,1,5,2,5,3,5,4,5,1,5,3,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 2,0,1954,46,1,16,0, 1,6,16,0, 1,6,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,27,0, 5,0,831,1,5, 50,5,3,5,5,27,0, 5,0,831,1,5, 50,3,0,0,0,5,0,0,0,5, 9, 9, 6,96, 6,1,5,0,0,0,1,1,1,20, 0, 0,5,68, 0,1, 1,68,5,0,171,0,5,5,0,5, 0, 15,15, 0, 15,15,1,1, 2, 2, 9,16,95,95,95,95,95,95, 60,1,1,1, 3, 8,0,0,1,5,1,9,1,1,0,0,1,1,5,0,4,5,1,4,2,3,1,3
1520,1,1,0,1,5,1,1,1,1,3,1,5,1,1,1,4,4,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 6,0,1970,30,1,15,0,96,4,13,0,96,4,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 3,0, 2,0,442,1,5, 70,5,5,5,5, 3,0, 2,0,442,1,5, 70,5,0,0,0,5,0,0,0,5, 6, 6, 6,96, 6,1,5,0,0,0,1,1,1,40, 0, 0,5,12, 0,1, 1,12,1,2,113,0,5,7,0,7,96,995,96, 0,  1, 1,5,1, 1, 1, 3,95,95,95,95,95,95,95,  0,1,1,5,11, 8,0,0,5,5,1,9,5,0,0,1,3,3,1,0,2,1,4,1,3,1,1,3
1521,5,0,0,3,2,1,1,1,3,5,0,3,0,5,0,5,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0, 1,0,1944,56,1,15,0,96,4,12,1, 0,3,4,15,1,0, 0,0, 0,0,  0,0,0,0,996,0,0, 5,1998,48,0,10,0, 60,1,5,1, 40,1,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,47,0,10,0, 60,5,0, 40,5,5,5,5,48,0,10,0, 60,1,5, 40,5,1,0,0,1,1,0,0,5, 8, 8, 7,96, 7,1,1,0,5,1,0,0,6,50, 0, 0,1,29, 0,1, 1,29,5,0,171,0,5,5,0,5, 0, 25,25, 0, 25,25,1,1, 0,95,95,95,95,95,95,95,95,95, 10,1,1,5, 6, 7,0,0,5,5,1,9,1,1,0,0,1,1,5,0,3,2,2,1,2,1,1,3
1522,1,1,0,1,5,1,5,2,3,1,5,2,5,5,0,5,5,3,5,1,0,0,5,0,3, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,7,5,0,500,11,0,1965,35,1,14,0,96,4,16,0, 1,6,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 1,0, 1,0,721,5,0, 45,1,1,5,1, 1,0, 1,0,721,5,0, 45,1,0,0,0,5,0,0,0,5,22,22,22,96,22,1,1,0,5,1,0,0,6,40, 0, 0,1,12, 0,1, 1,12,1,2,103,0,5,5,0,5, 0, 10,10, 0,  5, 5,5,5,95,95,95,95,95,95,95,95,95,95,  2,1,1,5,10, 6,0,0,1,5,5,9,1,1,0,0,1,1,3,0,4,3,2,2,3,1,1,3
1523,1,1,0,1,4,1,1,1,1,5,0,3,0,1,3,2,5,2,1,0,2,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220, 7,0,1966,34,5,16,0, 1,6,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,19,0, 4,0,530,1,5, 40,3,5,5,5,19,0, 4,0,530,1,5, 40,5,0,0,0,5,0,0,0,1,96,16,96,16,16,1,1,0,5,1,0,0,6,50, 0, 0,1,29, 0,1, 1,29,5,0,136,0,3,0,0,2, 0,  3, 3, 0,  2, 2,5,5,95,95,95,95,95,95,95,95,95,95, 10,1,3,1, 4, 8,0,0,1,5,1,9,1,1,0,0,1,1,5,0,2,4,2,4,2,1,5,3
1524,1,1,0,1,2,8,0,8,0,8,0,8,0,1,5,2,4,2,1,0,1,2,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220, 6,0,1925,75,1,14,0,96,4,12,1, 0,3,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0,98,1953,27,0, 5,0,300,1,5,1, 40,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,27,0, 5,0,300,1,5, 40,0,1,5,0,5,0,0,0,5, 5, 5, 5,96, 5,1,1,0,1,5,0,0,4,50, 0, 0,1,29, 0,1, 1,29,5,0,101,0,5,5,0,5, 0, 37,37, 0, 37,37,1,1, 0,95,95,95,95,95,95,95,95,95,  0,1,1,5, 9, 8,0,0,1,5,1,9,1,1,0,0,1,1,3,0,1,5,1,2,2,3,1,5
1525,1,1,0,1,4,5,0,3,0,1,5,2,3,1,3,1,5,3,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 5,0,1925,75,2,17,0, 1,6,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 6,1989, 9,0, 2,0,842,1,1,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 9,0, 2,0,842,1,1,996,0,5,5,0,5,0,0,0,1,96,99,96,99,99,1,1,0,5,1,0,0,6,50, 0, 0,5,19, 0,1, 1,19,5,0,103,0,5,3,0,4, 0,  8, 8, 0,  2, 2,5,5,95,95,95,95,95,95,95,95,95,95, 10,1,3,1,11, 7,0,0,1,5,5,9,1,1,0,0,1,1,3,0,4,5,1,2,2,3,5,3
1526,1,5,0,2,3,8,0,8,0,8,0,8,0,5,0,4,5,2,1,0,4,0,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,3,0,5,0,503,12,0,1952,48,1,16,0, 1,6,14,0, 7,5,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,18,0, 4,0,711,5,0, 40,1,5,5,5,18,0, 4,0,711,5,0, 40,5,0,0,0,5,0,0,0,5,21,21,16,96,16,1,1,0,5,1,0,0,6,50, 0, 0,1,93, 0,1, 1,93,5,0,121,0,5,7,0,7, 0, 21,21, 0, 11,11,1,1, 1, 1,12,95,95,95,95,95,95,95, 25,1,3,5, 9, 8,0,0,1,5,1,9,3,0,5,0,6,6,5,0,3,1,4,2,2,3,5,5
1527,5,0,0,3,4,1,1,1,1,5,0,3,0,1,5,1,4,2,1,0,2,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230,12,0,1938,62,1,16,0, 1,6,13,0,96,4,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,19,0, 4,0,312,1,5, 40,5,5,5,5,19,0, 4,0,312,1,5, 40,5,0,0,0,5,0,0,0,5, 7, 7, 7,96, 7,5,0,1,1,1,0,0,4,50, 0, 0,1,20, 0,1, 1,20,5,0,195,0,5,7,0,7, 0, 50,50, 0, 15,15,1,1, 0,95,95,95,95,95,95,95,95,95, 75,1,3,1, 3, 8,0,0,1,5,1,9,5,0,0,7,4,4,5,0,1,5,1,5,3,1,5,1
1528,1,5,0,2,2,1,1,1,5,5,0,3,0,5,0,4,4,3,1,0,4,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,5,600, 5,0,1954,46,5,17,0, 2,7,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 8,0, 2,0,850,1,1, 30,5,5,5,5, 8,0, 2,0,850,1,1, 30,5,0,0,0,1,1,0,0,5, 6, 6, 4,96, 4,1,7,7,0,0,0,0,7,50, 0, 0,1,19,18,2, 2,19,5,0,114,0,5,5,0,5, 0, 31,31, 0, 31,31,1,5,95,95,95,95,95,95,95,95,95,95, 30,1,6,5, 9, 7,0,0,1,5,8,9,5,0,0,1,3,3,3,0,1,4,2,2,2,1,1,3
1529,1,1,0,1,4,1,1,1,1,5,0,3,0,1,5,1,4,1,5,1,0,0,5,0,1, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,1,230,11,0,1956,44,4,14,0, 7,5,99,0, 0,9,3,40,4,1,36,0, 8,0,641,1,5,1, 40,1,5,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,36,0, 8,0,641,1,5, 40,5,1,1,1,5,0,0,0,1,96, 3,96, 3, 3,1,5,0,0,0,1,1,1,50, 0, 0,1,24, 1,2, 3, 1,5,0,157,4,0,0,0,4, 6,  1, 1, 6,  1, 1,5,1, 0,95,95,95,95,95,95,95,95,95,  5,0,0,0, 0, 0,0,0,5,5,1,5,9,0,0,0,9,5,0,3,4,5,1,2,3,1,1,1
1530,1,5,0,2,3,1,1,1,3,5,0,3,0,5,0,4,4,2,1,0,4,0,1,1,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,1,5, 20, 1,0,1967,33,1,16,0, 1,6,16,0, 1,6,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,64,0,11,0,341,1,5, 50,5,3,5,5,64,0,11,0,341,1,5, 50,3,0,0,0,5,0,0,0,5, 6, 6, 4,96, 4,5,0,5,0,0,5,1,3,50, 0, 0,1,19, 0,1, 1,19,5,0,140,3,0,0,0,3, 0,  1, 1, 2,  0, 0,1,5,95,95,95,95,95,95,95,95,95,95, 30,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1531,1,5,0,2,4,1,1,1,1,5,0,3,0,1,1,5,5,2,5,1,0,0,5,0,1,13," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,150, 9,0,1966,34,5,16,0, 1,6,99,0, 0,9,3,40,4,1, 1,0, 1,0,612,3,5,5,996,1,5,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 1,0, 1,0,612,3,5,996,5,5,1,1,5,0,0,0,1,96,11,96,11,11,1,1,0,1,5,0,0,4,50, 0, 0,1,18,20,2, 2,90,5,0,104,3,0,0,0,3, 0,  5, 5, 0,  3, 3,5,5,95,95,95,95,95,95,95,95,95,95, 10,0,0,0, 0, 0,0,0,1,5,1,4,9,0,0,0,9,4,0,5,3,2,2,2,3,1,1,3
1532,1,1,0,1,4,1,1,1,1,3,1,5,1,1,5,2,3,1,1,0,2,0,1,1,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,148, 3,0,1939,61,5,12,1, 0,3,99,0, 0,9,3,40,4,1,65,0,12,0,351,1,5,5,996,1,3,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,65,0,12,0,351,1,5,996,3,5,1,1,5,0,0,0,1,96, 4,96, 4, 4,1,5,0,0,0,1,1,1,50, 0, 0,1,19,33,2, 3,29,5,0,140,4,0,0,0,4, 0, 61,61, 6,  1, 1,5,5,95,95,95,95,95,95,95,95,95,95,100,1,3,1, 1, 8,0,0,1,5,1,9,3,0,5,0,6,6,3,0,1,5,1,3,2,1,1,1
