CASEID,v728,v729,v730,v731,v732,v733,v734,v735,v736,v737,v738,v739,v740,v872,v873,v874,v875,v876,v877,v878,v879,v880,v881,v882,v883,v884,v885,v886,v887,v888,v889,v890,v891,v892,v893,v894,v895,v896,v897,v898,v899,v900,v901,v902,v903,v904
 901,1,1,0,1,4,1,5,2,5,3,5,4,5,5,0,4,4,7,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 902,3,0,1,5,5,1,1,1,1,5,0,3,0,5,0,5,4,9,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 903,5,0,0,3,5,1,1,1,1,5,0,3,0,1,5,1,4,1,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 904,5,0,0,3,2,1,1,1,3,3,1,5,3,5,0,4,4,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 905,5,0,0,3,2,1,5,2,3,5,0,3,0,1,1,3,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 906,5,0,0,3,3,1,5,2,3,3,1,5,1,5,0,4,5,2,1,0,3,0,1,1,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,110
 907,5,0,0,3,4,5,0,3,0,5,0,3,0,1,1,4,4,1,1,0,4,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,1,230
 908,1,1,0,1,5,1,1,1,3,5,0,3,0,1,1,3,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 909,1,1,0,1,4,5,0,3,0,1,1,1,3,1,3,1,5,2,1,0,2,0,1,7,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
 910,1,1,0,1,5,1,5,2,3,3,5,4,5,5,0,4,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 911,1,1,0,1,5,1,5,2,5,1,1,1,3,1,5,1,2,1,1,0,1,1,1,1,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1, 20
 912,5,0,0,3,5,5,0,3,0,1,5,2,3,1,5,1,2,1,1,0,2,0,1,1,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,148
 913,5,0,0,3,3,5,0,3,0,1,5,2,3,5,0,3,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 914,3,0,5,4,3,8,0,8,0,8,0,8,0,5,0,4,4,1,5,1,0,0,5,0,7,16," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,250
 915,5,0,0,3,4,1,1,1,3,5,0,3,0,1,5,1,2,7,1,0,1,2,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1,253
 916,5,0,0,3,5,1,5,2,3,5,0,3,0,1,1,4,4,2,1,0,4,0,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135
 917,1,1,0,1,4,1,5,2,5,5,0,3,0,1,5,1,2,2,1,0,1,1,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135
 918,5,0,0,3,5,5,0,3,0,5,0,3,0,1,3,3,4,2,1,0,1,1,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135
 919,5,0,0,3,4,1,1,1,3,5,0,3,0,1,5,2,4,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 920,5,0,0,3,2,1,1,1,3,3,5,4,3,5,0,2,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 921,1,1,0,1,4,1,1,1,3,1,5,2,3,1,3,4,5,1,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 922,5,0,0,3,4,1,1,1,1,5,0,3,0,1,1,3,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 923,1,1,0,1,4,1,1,1,1,1,1,1,3,1,1,2,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 924,3,0,1,5,4,5,0,3,0,5,0,3,0,1,3,3,4,7,1,0,2,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
 925,1,1,0,1,3,1,5,2,3,5,0,3,0,1,3,3,3,1,1,0,1,1,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
 926,5,0,0,3,4,5,0,3,0,1,1,1,5,1,5,3,3,1,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
 927,5,0,0,3,1,1,5,2,5,1,5,2,5,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 928,1,1,0,1,5,5,0,3,0,5,0,3,0,5,0,3,4,1,1,0,4,0,1,7,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,5,5, 20
 929,8,0,0,8,4,5,0,3,0,5,0,3,0,1,3,3,5,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 930,1,1,0,1,4,1,5,2,3,5,0,3,0,1,5,3,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 931,5,0,0,3,3,8,0,8,0,8,0,8,0,1,3,3,5,1,5,1,0,0,5,0,1, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
 932,5,0,0,3,3,5,0,3,0,5,0,3,0,1,3,1,2,1,1,0,1,2,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 933,5,0,0,3,4,1,1,1,1,5,0,3,0,1,5,1,3,1,1,0,1,1,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,1,230
 934,3,0,1,5,4,1,1,1,1,3,1,5,1,1,3,2,4,1,1,0,1,1,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 935,1,5,0,2,3,1,5,2,3,3,5,4,3,1,1,3,4,2,1,0,4,0,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270
 936,5,0,0,3,3,5,0,3,0,5,0,3,0,1,1,3,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 937,1,5,0,2,3,8,0,8,0,8,0,8,0,5,0,4,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 938,5,0,0,3,3,5,0,3,0,1,5,2,5,5,0,5,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 939,5,0,0,3,2,1,5,2,3,1,5,2,3,5,0,4,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 940,1,1,0,1,5,1,1,1,1,3,1,5,1,1,3,2,3,1,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,400
 941,1,5,0,2,3,1,1,1,3,5,0,3,0,1,1,3,4,2,1,0,1,1,1,1,0,13," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,150
 942,3,0,1,5,5,1,1,1,3,1,1,1,1,1,1,4,5,7,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,400
 943,1,1,0,1,4,8,0,8,0,8,0,8,0,1,1,9,9,9,9,0,0,0,9,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,995
 944,1,5,0,2,4,1,5,2,5,5,0,3,0,1,1,2,4,1,1,0,3,0,1,7,0, 1," ",3,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,120
 945,5,0,0,3,5,1,1,1,3,5,0,3,0,1,5,2,4,2,1,0,2,0,1,7,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
 946,5,0,0,3,5,1,1,1,3,5,0,3,0,5,0,4,4,3,5,1,0,0,5,0,1, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,5,230
 947,1,5,0,2,3,1,5,2,5,5,0,3,0,5,0,5,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 948,1,5,0,2,3,1,1,1,3,5,0,3,0,1,1,3,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 949,5,0,0,3,4,1,1,1,5,1,1,1,5,5,0,3,4,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 950,1,1,0,1,4,1,5,2,3,5,0,3,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 951,5,0,0,3,4,1,5,2,5,5,0,3,0,1,1,4,5,2,1,0,3,0,1,1,0,17," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,150
 952,5,0,0,3,4,1,1,1,1,5,0,3,0,1,5,3,3,1,1,0,4,0,1,7,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,1,1, 20
 953,1,1,0,1,5,1,1,1,1,1,1,1,1,1,1,2,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 954,5,0,0,3,4,5,0,3,0,5,0,3,0,1,5,1,3,1,1,0,1,1,1,1,0, 1," ",3,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,120
 955,5,0,0,3,4,1,1,1,3,5,0,3,0,5,0,2,5,2,5,1,0,0,5,0,7,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1, 99
 956,1,1,0,1,3,1,1,1,1,3,5,4,1,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 957,5,0,0,3,3,1,5,2,5,3,5,4,5,1,1,3,5,2,5,1,0,0,5,0,1, 5," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5, 20
 958,1,1,0,1,5,8,0,8,0,8,0,8,0,1,3,2,3,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 959,1,1,0,1,5,1,1,1,1,1,1,1,1,1,1,2,4,1,1,0,3,0,1,7,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,1,1, 20
 960,5,0,0,3,2,8,0,8,0,8,0,8,0,1,1,4,5,2,1,0,4,0,1,1,0, 3," ",0,0,7,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,229
 961,5,0,0,3,4,1,1,1,1,5,0,3,0,1,1,2,2,2,1,0,2,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,220
 962,1,1,0,1,3,1,5,2,3,5,0,3,0,1,1,3,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 963,1,5,0,2,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 964,5,0,0,3,4,5,0,3,0,5,0,3,0,1,5,3,4,2,1,0,1,2,1,1,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,253
 965,1,5,0,2,3,1,1,1,3,5,0,3,0,5,0,2,5,2,5,1,0,0,5,0,1, 3," ",0,0,2,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,221
 966,5,0,0,3,3,1,5,2,3,5,0,3,0,1,1,3,4,2,1,0,3,0,1,1,0,17," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,150
 967,1,1,0,1,4,1,5,2,5,1,1,1,3,5,0,3,7,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 968,3,0,1,5,3,1,1,1,1,1,1,1,1,1,1,4,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 969,1,5,0,2,4,5,0,3,0,5,0,3,0,1,5,5,5,1,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 970,5,0,0,3,4,5,0,3,0,1,1,1,5,1,1,4,5,1,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 971,1,1,0,1,5,1,1,1,3,1,1,1,3,1,1,3,5,1,1,0,3,0,1,7,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
 972,1,1,0,1,5,1,5,2,3,5,0,3,0,5,0,5,7,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 973,5,0,0,3,1,5,0,3,0,5,0,3,0,1,5,2,4,1,1,0,1,2,1,1,0,18," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,199
 974,5,0,0,3,3,5,0,3,0,5,0,3,0,1,5,2,4,1,1,0,4,0,1,7,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,149
 975,5,0,0,3,3,5,0,3,0,5,0,3,0,1,5,1,3,1,1,0,2,0,1,1,0, 3," ",0,0,7,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,222
 976,1,5,0,2,3,8,0,8,0,3,5,4,3,1,1,1,4,3,5,1,0,0,5,0,7,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,5,5, 20
 977,1,1,0,1,4,1,5,2,3,3,1,5,3,1,1,3,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 978,1,1,0,1,5,1,1,1,3,5,0,3,0,5,0,3,5,3,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 979,1,1,0,1,4,5,0,3,0,5,0,3,0,1,3,2,4,2,1,0,3,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,5,230
 980,1,5,0,2,4,1,5,2,1,3,5,4,3,1,3,3,3,2,1,0,2,0,1,1,0,14," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,290
 981,1,1,0,1,5,1,5,2,5,3,8,8,0,1,5,1,5,7,1,0,1,2,1,7,0,30," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,0,724
 982,5,0,0,3,4,1,1,1,1,5,0,3,0,5,0,9,4,1,1,0,4,0,1,1,0,12," ",0,0,0,0,0,0,0,0,1,0," "," "," ",0,0,0,5,5,292
 983,5,0,0,3,3,8,0,8,0,8,0,8,0,5,0,4,5,3,1,0,3,0,1,7,0,12," ",0,0,0,0,0,0,0,0,2,0," "," "," ",0,0,0,1,5,150
 984,1,1,0,1,4,8,0,8,0,8,0,8,0,1,1,3,4,2,1,0,4,0,1,1,0, 3," ",0,0,2,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,221
 985,5,0,0,3,4,1,1,1,3,5,0,3,0,1,5,2,2,2,1,0,1,2,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 986,3,0,1,5,5,1,1,1,1,3,1,5,1,1,3,2,4,3,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
 987,1,1,0,1,5,8,0,8,0,8,0,8,0,5,0,2,5,7,1,0,5,0,5,0,7,27," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,0,721
 988,1,1,0,1,4,1,5,2,5,1,5,2,3,1,5,1,3,2,1,0,2,0,1,1,0, 7," ",0,0,0,0,0,1,0,0,0,0," "," "," ",0,0,0,1,1,280
 989,1,1,0,1,3,1,5,2,5,5,0,3,0,5,0,4,5,7,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 990,1,1,0,1,3,1,5,2,5,5,0,3,0,1,1,3,3,2,1,0,1,2,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 991,1,1,0,1,1,8,0,8,0,8,0,8,0,5,0,4,4,7,1,0,4,0,1,7,0,27," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,0,721
 992,5,0,0,3,2,1,5,2,5,3,1,5,5,1,1,4,5,8,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
 993,5,0,0,3,4,1,1,1,3,5,0,3,0,1,5,1,3,1,1,0,1,2,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 994,1,1,0,1,4,5,0,3,0,1,5,2,5,1,5,1,2,1,1,0,1,2,1,1,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1, 20
 995,3,0,5,4,4,1,5,2,5,5,0,3,0,5,0,5,5,2,5,1,0,0,5,0,7, 1," ",3,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,120
 996,5,0,0,3,2,1,5,2,5,5,0,3,0,1,5,1,3,1,1,0,1,2,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1,160
 997,1,1,0,1,5,8,0,8,0,8,0,8,0,1,5,2,3,1,1,0,1,1,1,1,0, 6," ",0,0,0,0,7,0,0,0,0,0," "," "," ",0,0,0,1,1,272
 998,5,0,0,3,2,5,0,3,0,5,0,3,0,5,0,2,5,1,1,0,5,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 999,1,1,0,1,4,1,5,2,3,5,0,3,0,1,5,1,5,7,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1000,1,5,0,2,4,1,5,2,3,1,5,2,3,1,5,1,3,1,1,0,1,2,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
1001,1,1,0,1,4,8,0,8,0,8,0,8,0,1,5,1,1,1,1,0,1,1,1,7,0,12," ",0,0,0,0,0,0,0,0,1,0," "," "," ",0,0,0,1,1,292
1002,5,0,0,3,5,1,1,1,1,5,0,3,0,1,5,7,2,1,1,0,1,1,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
1003,5,0,0,3,5,1,5,2,5,8,0,8,0,1,5,2,4,2,1,0,3,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,220
1004,1,1,0,1,3,1,5,2,3,5,0,3,0,5,0,4,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1005,1,1,0,1,5,1,1,1,5,5,0,3,0,5,0,5,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1006,1,1,0,1,5,1,1,1,5,1,1,1,3,1,5,1,2,1,1,0,1,2,1,7,0,25," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,301
1007,1,5,0,2,2,1,1,1,5,5,0,3,0,5,0,5,5,3,5,1,0,0,5,0,3, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,3,5,0,500
1008,5,0,0,3,3,1,5,2,5,3,5,4,3,5,0,5,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1009,5,0,0,3,4,8,0,8,0,8,0,8,0,1,5,1,3,1,1,0,1,2,1,1,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,129
1010,1,1,0,1,5,1,1,1,3,1,1,1,1,1,3,1,4,2,1,0,3,0,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135
1011,1,1,0,1,4,8,0,8,0,5,0,3,0,1,5,2,2,9,1,0,4,0,1,1,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1, 20
1012,1,5,0,2,5,1,1,1,5,5,0,3,0,5,0,4,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1013,1,1,0,1,5,1,5,2,5,1,5,2,5,1,5,1,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1014,1,5,0,2,3,8,0,8,0,8,0,8,0,5,0,4,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1015,5,0,0,3,4,1,1,1,1,5,0,3,0,5,0,5,5,3,1,0,3,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
1016,5,0,0,3,5,1,5,2,5,1,5,2,5,1,1,3,5,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1017,1,1,0,1,5,1,5,2,5,5,0,3,0,1,5,1,1,1,1,0,1,2,1,7,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,269
1018,5,0,0,3,4,1,5,2,3,5,0,3,0,1,3,3,5,2,1,0,3,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,5,231
1019,1,1,0,1,4,8,0,8,0,8,0,8,0,1,5,1,3,2,1,0,2,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,1,230
1020,5,0,0,3,3,1,1,1,1,5,0,3,0,1,3,2,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1021,3,0,5,4,4,1,1,1,1,3,5,4,3,1,3,3,2,1,1,0,4,0,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,1, 40
1022,5,0,0,3,5,1,1,1,1,5,0,3,0,1,5,1,5,3,1,0,3,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",5,0,0,1,0,720
1023,1,1,0,1,4,8,0,8,0,8,0,8,0,1,3,1,4,2,1,0,2,0,1,1,0, 6," ",0,0,0,0,7,0,0,0,0,0," "," "," ",0,0,0,5,5,279
1024,5,0,0,3,3,8,0,8,0,8,0,8,0,1,1,4,4,2,1,0,4,0,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
1025,1,1,0,1,4,1,5,2,5,1,5,2,5,1,5,2,4,2,1,0,2,0,1,1,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,110
1026,5,0,0,3,4,1,1,1,1,5,0,3,0,1,5,1,4,1,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1027,5,0,0,3,3,1,1,1,1,5,0,3,0,1,3,2,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1028,1,1,0,1,4,1,1,1,3,3,5,4,3,1,5,4,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1029,3,0,5,4,4,1,1,1,1,5,0,3,0,1,1,7,7,7,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1030,5,0,0,3,4,5,0,3,0,1,1,1,3,1,3,1,7,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1031,5,0,0,3,3,1,1,1,3,5,0,3,0,1,3,3,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1032,5,0,0,3,4,1,1,1,3,5,0,3,0,1,1,2,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1033,1,1,0,1,4,8,0,8,0,8,0,8,0,1,3,1,3,1,1,0,3,0,1,7,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5, 20
1034,5,0,0,3,5,1,5,2,3,3,5,4,5,5,0,4,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1035,5,0,0,3,3,1,1,1,1,5,0,3,0,1,3,1,4,2,1,0,3,0,1,1,0,10," ",0,0,0,0,0,0,0,7,0,0," "," "," ",0,0,0,1,5, 20
1036,5,0,0,3,3,5,0,3,0,1,5,2,3,1,3,3,5,7,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1037,1,1,0,1,4,5,0,3,0,3,1,5,3,5,0,2,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1038,1,1,0,1,3,5,0,3,0,3,1,5,5,1,3,1,5,7,1,0,4,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",5,0,0,5,0,727
1039,5,0,0,3,3,1,5,2,5,5,0,3,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1040,1,5,0,2,3,1,1,1,1,5,0,3,0,5,0,4,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1041,1,5,0,2,4,1,1,1,1,5,0,3,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1042,1,1,0,1,5,1,1,1,3,1,1,1,3,1,5,1,5,1,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1043,5,0,0,3,3,5,0,3,0,3,5,4,3,5,0,4,7,3,1,0,4,0,1,7,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,5,1, 20
1044,3,0,5,4,2,1,1,1,1,3,5,4,3,1,5,3,3,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
