CASEID,v728,v729,v730,v731,v732,v733,v734,v735,v736,v737,v738,v739,v740,v872,v873,v874,v875,v876,v877,v878,v879,v880,v881,v882,v883,v884,v885,v886,v887,v888,v889,v890,v891,v892,v893,v894,v895,v896,v897,v898,v899,v900,v901,v902,v903,v904
1045,5,0,0,3,3,1,5,2,3,3,1,5,1,5,0,5,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1046,1,1,0,1,4,5,0,3,0,5,0,3,0,1,5,1,3,1,1,0,1,1,1,1,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,148
1047,5,0,0,3,4,1,1,1,1,5,0,3,0,5,0,3,4,2,1,0,4,0,1,7,0, 3," ",0,0,7,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,229
1048,1,1,0,1,4,5,0,3,0,5,0,3,0,5,0,5,5,3,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1049,1,5,0,2,4,5,0,3,0,5,0,3,0,1,1,3,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1050,1,1,0,1,5,1,1,1,1,3,1,5,1,1,1,3,4,2,1,0,3,0,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,5,1,270
1052,1,5,0,2,5,1,1,1,3,5,0,3,0,5,0,4,5,9,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1053,1,1,0,1,5,1,1,1,3,3,1,5,3,1,1,5,5,3,1,0,4,0,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,2,0,1,0,502
1054,5,0,0,3,4,1,1,1,3,1,1,1,3,1,3,1,3,1,1,0,1,1,1,1,0,13," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,150
1055,1,5,0,2,4,5,0,3,0,5,0,3,0,1,1,3,4,3,1,0,3,0,1,1,0,26," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,303
1056,1,1,0,1,4,1,1,1,1,3,5,4,3,1,5,1,1,7,1,0,2,0,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,1, 40
1057,1,1,0,1,5,1,1,1,1,3,1,5,3,5,0,5,5,3,1,0,4,0,1,1,0, 4," ",0,0,0,7,0,0,0,0,0,0," "," "," ",0,0,0,5,5,185
1058,1,5,0,2,4,1,5,2,1,5,0,3,0,1,1,5,5,3,1,0,3,0,1,7,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,5,5, 20
1059,1,1,0,1,5,3,1,5,1,1,1,1,1,1,5,2,1,1,1,0,3,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
1060,1,1,0,1,4,1,1,1,1,1,1,1,3,1,5,1,2,1,1,0,2,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
1061,5,0,0,3,3,5,0,3,0,5,0,3,0,1,5,1,2,1,1,0,1,2,1,1,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,149
1062,5,0,0,3,4,1,1,1,5,5,0,3,0,5,0,4,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1063,5,0,0,3,3,1,1,1,1,5,0,3,0,1,5,3,5,1,1,0,3,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
1064,1,1,0,1,5,8,0,8,0,8,0,8,0,5,0,4,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1065,1,1,0,1,5,8,0,8,0,8,0,8,0,5,0,2,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1066,3,0,5,4,4,1,1,1,3,5,0,3,0,1,5,2,4,2,1,0,3,0,1,7,0,25," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,301
1067,5,0,0,3,3,5,0,3,0,3,5,4,5,1,1,3,4,3,1,0,3,0,1,1,0, 4," ",0,0,0,2,0,0,0,0,0,0," "," "," ",0,0,0,1,1,231
1068,1,1,0,1,5,1,1,1,5,3,5,4,5,1,5,3,2,1,1,0,1,2,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,220
1069,5,0,0,3,4,5,0,3,0,5,0,3,0,1,5,1,3,1,1,0,2,0,1,7,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1, 20
1070,1,1,0,1,5,1,1,1,1,5,0,3,0,1,5,1,3,2,1,0,2,0,1,1,0, 3," ",0,0,7,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,222
1071,5,0,0,3,2,5,0,3,0,5,0,3,0,1,1,3,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1072,1,1,0,1,3,1,5,2,3,5,0,3,0,1,5,1,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1073,5,0,0,3,2,8,0,8,0,5,0,3,0,1,5,1,1,2,1,0,1,2,1,1,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1, 20
1074,1,5,0,2,3,5,0,3,0,1,1,1,3,1,3,3,4,1,1,0,3,0,1,7,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,1,1, 20
1075,1,1,0,1,4,8,0,8,0,5,0,3,0,1,5,1,1,1,1,0,1,2,1,7,0,10," ",0,0,0,0,0,0,0,1,0,0," "," "," ",0,0,0,1,1,290
1076,5,0,0,3,3,1,5,2,5,5,0,3,0,1,1,3,5,3,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1077,1,1,0,1,4,1,5,2,3,5,0,3,0,1,5,1,3,2,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1078,1,1,0,1,4,1,5,2,5,5,0,3,0,5,0,4,4,2,1,0,4,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,5,230
1079,1,5,0,2,4,1,1,1,3,1,5,2,3,5,0,7,7,2,5,1,0,0,5,0,1,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,9,166
1080,5,0,0,3,3,1,1,1,1,5,0,3,0,1,3,1,2,1,1,0,1,1,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,220
1081,1,1,0,1,5,1,1,1,3,1,5,2,3,1,3,2,4,1,1,0,3,0,1,1,0,17," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,150
1082,5,0,0,3,3,8,0,8,0,8,0,8,0,1,3,1,4,1,1,0,3,0,1,1,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,264
1083,1,1,0,1,4,1,1,1,3,5,0,3,0,1,5,2,2,2,1,0,5,0,5,0,1,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,1,1, 20
1084,1,1,0,1,5,1,1,1,3,5,0,3,0,1,5,2,4,7,1,0,2,0,1,1,0,13," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,150
1085,1,5,0,2,4,1,5,2,3,1,5,2,3,1,5,1,3,2,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
1086,5,0,0,3,3,8,0,8,0,8,0,8,0,1,5,1,2,1,1,0,1,1,1,1,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,148
1087,3,0,5,4,4,1,1,1,1,3,1,5,3,1,1,2,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1088,1,5,0,2,3,8,0,8,0,8,0,8,0,1,3,4,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1089,1,1,0,1,5,8,0,8,0,8,0,8,0,1,3,4,5,1,1,0,4,0,1,1,0, 1," ",8,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,149
1090,1,1,0,1,4,5,0,3,0,5,0,3,0,1,3,3,5,1,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1091,1,1,0,1,5,1,1,1,3,5,0,3,0,1,5,1,3,1,1,0,2,0,1,7,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,148
1092,1,1,0,1,5,5,0,3,0,3,1,5,1,1,5,5,5,3,1,0,3,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,5, 40
1093,5,0,0,3,3,1,5,2,3,3,5,4,3,1,3,3,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1094,5,0,0,3,3,5,0,3,0,1,5,2,5,5,0,5,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1095,5,0,0,3,5,1,1,1,1,5,0,3,0,1,3,3,5,2,5,1,0,0,5,0,7,27," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,0,721
1096,5,0,0,3,2,1,1,1,3,5,0,3,0,5,0,3,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1097,1,1,0,1,5,1,1,1,1,5,0,3,0,1,5,2,4,3,1,0,3,0,1,7,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,148
1098,1,1,0,1,3,1,5,2,3,1,5,2,3,1,3,1,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1099,1,1,0,1,5,1,1,1,3,5,0,3,0,5,0,5,4,3,1,0,3,0,1,1,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1, 20
1100,1,5,0,2,4,1,1,1,3,5,0,3,0,1,3,4,5,2,1,0,4,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
1101,5,0,0,3,2,1,5,2,1,5,0,3,0,5,0,3,4,2,1,0,4,0,1,1,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,110
1102,1,1,0,1,5,1,1,1,5,5,0,3,0,1,3,2,7,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1103,5,0,0,3,2,5,0,3,0,1,5,2,5,1,5,2,5,2,1,0,3,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
1104,1,1,0,1,5,8,0,8,0,8,0,8,0,1,5,2,4,2,1,0,1,1,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
1105,1,1,0,1,4,1,1,1,1,3,1,5,1,1,3,2,2,1,1,0,4,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
1106,5,0,0,3,2,1,5,2,3,5,0,3,0,1,1,4,5,2,1,0,4,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
1107,1,1,0,1,5,1,1,1,1,8,0,8,0,1,3,1,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1108,5,0,0,3,3,1,1,1,3,5,0,3,0,5,0,5,5,2,1,0,4,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
1109,1,1,0,1,4,8,0,8,0,8,0,8,0,1,3,3,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1110,1,1,0,1,4,1,1,1,3,8,0,8,0,5,0,4,5,2,5,1,0,0,5,0,1,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,5,5, 20
1111,1,1,0,1,4,1,1,1,3,1,1,1,3,1,5,1,3,1,1,0,4,0,1,1,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,269
1112,5,0,0,3,5,1,5,2,1,5,0,3,0,5,0,5,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1113,1,1,0,1,4,8,0,8,0,8,0,8,0,1,1,7,2,2,1,0,1,1,1,1,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,149
1114,1,1,0,1,4,1,5,2,3,3,1,5,3,1,3,2,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1115,3,0,1,5,3,1,1,1,3,5,0,3,0,1,5,1,2,1,1,0,3,0,1,7,0,25," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,301
1116,1,5,0,2,3,1,5,2,5,1,5,2,5,5,0,4,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1117,1,1,0,1,4,5,0,3,0,1,1,1,3,1,5,1,4,1,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
1118,5,0,0,3,5,1,5,2,1,5,0,3,0,1,5,4,4,1,1,0,1,1,1,7,0,24," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,304
1119,1,1,0,1,5,1,5,2,5,5,0,3,0,5,0,5,5,2,5,1,0,0,5,0,7, 3," ",0,0,2,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,221
1120,1,1,0,1,4,5,0,3,0,5,0,3,0,1,3,2,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1121,3,0,5,4,3,5,0,3,0,3,5,4,3,5,0,5,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1122,1,5,0,2,4,5,0,3,0,1,5,2,5,1,5,1,2,1,1,0,1,2,1,1,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,149
1123,5,0,0,3,3,1,5,2,5,1,1,1,5,1,3,4,5,2,5,1,0,0,5,0,1, 1," ",2,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,121
1124,1,1,0,1,4,1,5,2,5,1,5,2,3,1,5,1,2,1,1,0,1,2,1,7,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1, 20
1125,1,5,0,2,3,1,1,1,5,5,0,3,0,1,5,1,5,1,1,0,1,2,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,5,719
1126,1,1,0,1,5,5,0,3,0,5,0,3,0,1,5,1,2,1,1,0,1,2,1,1,0, 1," ",3,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,120
1127,1,5,0,2,5,1,1,1,5,8,0,8,0,1,3,3,4,2,1,0,4,0,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1,182
1128,1,1,0,1,4,1,5,2,5,1,5,2,5,1,1,4,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1129,5,0,0,3,5,8,0,8,0,8,0,8,0,1,5,1,2,2,1,0,1,2,1,1,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,1,1, 20
1130,5,0,0,3,3,1,5,2,1,5,0,3,0,1,1,2,4,1,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
1131,5,0,0,3,4,1,1,1,3,3,5,4,3,1,1,3,4,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1132,1,1,0,1,5,5,0,3,0,3,1,5,1,1,1,1,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1133,1,1,0,1,4,5,0,3,0,5,0,3,0,1,1,2,4,3,1,0,3,0,1,1,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,148
1134,1,1,0,1,5,5,0,3,0,3,5,4,1,1,5,1,3,2,1,0,1,2,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,1,0,1,0,501
1135,1,1,0,1,5,8,0,8,0,8,0,8,0,1,5,1,4,1,1,0,3,0,1,9,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,0,999
1136,1,5,0,2,3,5,0,3,0,3,5,4,1,1,1,3,5,2,5,1,0,0,5,0,1, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
1137,1,1,0,1,4,1,1,1,1,5,0,3,0,1,5,1,1,1,1,0,1,2,1,7,0,17," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,150
1138,5,0,0,3,4,1,1,1,3,5,0,3,0,1,1,2,5,1,5,1,0,0,5,0,1, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,220
1139,5,0,0,3,3,1,1,1,3,5,0,3,0,1,1,3,3,1,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1140,1,1,0,1,1,1,5,2,5,3,5,4,1,1,5,1,4,2,1,0,2,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
1141,5,0,0,3,3,1,5,2,5,3,5,4,5,1,5,1,2,1,1,0,1,1,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,1,253
1142,1,1,0,1,4,5,0,3,0,5,0,3,0,1,3,4,4,3,1,0,4,0,1,9,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,0,999
1143,3,0,1,5,5,1,1,1,1,5,0,3,0,1,5,1,3,2,1,0,1,1,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,2,0,1,0,502
1144,1,1,0,1,4,1,1,1,3,3,1,5,3,1,5,1,2,2,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
1145,1,1,0,1,3,8,0,8,0,8,0,8,0,5,0,5,5,8,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1146,5,0,0,3,5,1,1,1,3,5,0,3,0,1,1,4,5,2,1,0,4,0,1,1,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,148
1147,1,1,0,1,5,8,0,8,0,8,0,8,0,1,5,2,4,2,1,0,4,0,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270
1148,5,0,0,3,4,1,1,1,3,1,5,2,3,5,0,5,4,8,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1149,1,5,0,2,4,1,5,2,3,1,1,1,3,5,0,4,5,2,5,1,0,0,5,0,1, 3," ",0,0,7,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,229
1150,1,1,0,1,5,1,5,2,3,5,0,3,0,5,0,4,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1151,1,1,0,1,4,1,5,2,8,1,5,2,3,1,3,4,4,2,5,1,0,0,5,0,1, 1," ",8,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,149
1152,5,0,0,3,3,8,0,8,0,8,0,8,0,1,5,2,3,2,1,0,1,1,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
1153,1,1,0,1,4,1,1,1,3,5,0,3,0,1,5,1,1,7,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1154,1,1,0,1,3,8,0,8,0,8,0,8,0,1,3,2,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1155,5,0,0,3,1,1,5,2,1,5,0,3,0,1,3,4,5,2,5,1,0,0,5,0,1,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,5,5, 20
1156,1,1,0,1,3,1,1,1,3,3,1,5,3,1,1,4,5,2,5,1,0,0,5,0,1, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
1157,1,5,0,2,3,8,0,8,0,8,0,8,0,1,5,1,2,1,1,0,1,2,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,1,230
1158,5,0,0,3,5,1,1,1,1,3,1,5,1,1,1,2,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1159,1,1,0,1,4,1,1,1,1,3,1,5,1,1,1,1,4,1,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1160,1,1,0,1,4,8,0,8,0,8,0,8,0,1,1,5,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1161,1,5,0,2,3,8,0,8,0,8,0,8,0,1,3,1,3,2,1,0,3,0,1,7,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1, 20
1162,1,1,0,1,2,1,1,1,1,1,5,2,1,1,5,2,5,3,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1163,5,0,0,3,2,1,1,1,3,3,5,4,3,1,1,2,5,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1164,5,0,0,3,4,1,5,2,1,5,0,3,0,1,5,4,4,1,1,0,4,0,1,1,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,269
1165,5,0,0,3,3,1,5,2,3,3,5,4,3,1,5,1,3,2,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1166,5,0,0,3,3,1,5,2,1,5,0,3,0,5,0,5,5,3,5,1,0,0,5,0,1, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,5,5,270
1167,5,0,0,3,3,1,5,2,3,5,0,3,0,1,1,2,4,3,1,0,3,0,1,1,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,110
1168,1,1,0,1,5,1,5,2,3,1,5,2,3,1,5,1,1,1,1,0,1,2,1,1,0,16," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,250
1169,1,5,0,2,3,1,1,1,3,3,5,4,3,5,0,1,5,1,1,0,4,0,1,1,0, 1," ",2,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,121
1170,1,5,0,2,3,5,0,3,0,1,5,2,5,1,5,2,3,2,1,0,1,2,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
1171,5,0,0,3,1,1,1,1,3,5,0,3,0,1,5,1,1,1,1,0,1,2,1,7,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1, 20
1172,1,1,0,1,5,1,5,2,3,5,0,3,0,5,0,4,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1173,5,0,0,3,3,5,0,3,0,1,5,2,5,5,0,5,7,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1174,1,1,0,1,4,1,5,2,3,1,5,2,1,1,3,4,4,2,1,0,4,0,1,1,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,250
1175,1,1,0,1,5,1,1,1,1,5,0,3,0,1,5,1,3,1,1,0,1,1,1,1,0, 4," ",0,0,0,2,0,0,0,0,0,0," "," "," ",0,0,0,1,1,231
1176,1,1,0,1,4,5,0,3,0,5,0,3,0,1,5,2,4,1,1,0,3,0,1,7,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,149
1177,1,1,0,1,5,1,1,1,5,1,1,1,5,5,0,2,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1178,5,0,0,3,2,1,1,1,3,1,5,2,3,1,3,1,3,1,1,0,1,1,1,1,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1, 20
1179,1,5,0,2,3,8,0,8,0,3,5,4,5,5,0,5,5,3,5,1,0,0,5,0,1, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,5,5,270
1180,9,0,0,9,3,1,1,1,1,5,0,3,0,5,0,5,5,9,1,0,4,0,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,3,0,1,0,503
1181,1,5,0,2,4,1,1,1,1,5,0,3,0,1,1,3,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1182,1,1,0,1,3,8,0,8,0,5,0,3,0,1,3,1,3,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1183,1,5,0,2,4,5,0,3,0,5,0,3,0,1,5,2,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1184,1,1,0,1,4,8,0,8,0,8,0,8,0,5,0,1,5,2,1,0,4,0,1,7,0,26," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,303
1185,1,1,0,1,4,1,1,1,3,5,0,3,0,1,5,1,3,2,1,0,1,2,1,7,0,23," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,301
1186,1,1,0,1,3,1,1,1,3,5,0,3,0,5,0,4,5,3,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1187,1,1,0,1,3,1,1,1,1,1,1,1,1,5,0,4,5,3,1,0,5,0,5,0,7,12," ",0,0,0,0,0,0,0,0,1,0," "," "," ",0,0,0,5,5,292
1188,1,1,0,1,4,1,1,1,1,3,1,5,3,1,1,5,4,2,1,0,4,0,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,3,0,5,0,503
1189,1,1,0,1,2,5,0,3,0,5,0,3,0,5,0,4,5,3,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
